property_title,property_name,property_region,price_ttl,price_sqm,bedrooms,livingrooms,building_area,directions1,directions2,decoration,hml,building_height,building_year,building_style,followers,pub_days,near_subway,two_year,taxfree,haskey,vr,price_date,building_age
蔡甸七小、新庙村地铁中建锦绣双城精装三房从未住人,中建锦绣双城,蔡甸城区,75,6968,3,2,107.64,南,,精装,中,33,NA,板楼,0,NA,1,1,0,0,VR看装修,2024-01-31,NA
地铁口，毛坯四房，南北朝向，总价低，适合居住,红光颐景苑,七里庙,108,8977,4,2,120.32,南,,毛坯,低,32,NA,板楼,3,6个月,1,0,0,1,VR看装修,2024-01-31,NA
小区中间位置 ，精装修 ，中间楼层，采光充足,南湖名都A区,南湖沃尔玛,162,14911,3,2,108.65,南,北,精装,高,18,NA,塔楼,21,4个月,1,0,0,1,VR看装修,2024-01-31,NA
绿地中央广场，精装3房出售，拎包入住，诚心出售,绿地中央广场A区,四新,119,11032,3,2,107.87,西南,,简装,中,33,NA,板楼,8,9个月,0,0,0,1,VR看装修,2024-01-31,NA
武昌滨江商务区难得把头90平毛坯电梯两房只要112万,怡景苑,杨园,95,10573,2,2,89.86,西南,,毛坯,高,35,NA,板塔结合,4,3个月,1,0,0,1,VR看装修,2024-01-31,NA
天汇龙城次新小区，精装带车位，证满税少，随时看,天汇龙城龙锦苑,盘龙城,112,8651,3,2,129.47,南,北,精装,低,30,NA,板楼,0,11个月,0,0,0,1,VR看装修,2024-01-31,NA
新城庭瑞君悦观澜(二期) 中间楼层采光好 临地铁,新城庭瑞君悦观澜,汉南其它,59,5455,3,2,108.17,南,,毛坯,中,34,NA,板楼,0,3个月,0,1,0,1,NA,2024-01-31,NA
清水毛坯，电梯房 总价低 诚心出售 随时可看,汉江苑三期,王家湾,58,6868,2,2,84.45,南,,毛坯,高,33,NA,板楼,9,6个月,0,0,0,1,VR看装修,2024-01-31,NA
北辰优加全新装修的婚房！一天未入住,北辰优+国际青年互动特区二期,光谷东,152,13841,3,2,109.82,南,,精装,低,26,NA,板楼,38,7个月,0,0,0,1,VR看装修,2024-01-31,NA
南湖建安街 产证在手 中高层视野好 看房方便,红旗欣居B区,老南湖,103,10316,3,2,99.85,南,,精装,高,33,NA,塔楼,2,3个月,1,0,0,1,VR看装修,2024-01-31,NA
碧桂园十里春风精装三居室 业主诚心出售,碧桂园光谷十里春风,光谷南,162,14701,3,2,110.2,南,北,精装,低,20,NA,板楼,2,10个月,0,0,0,1,VR看装修,2024-01-31,NA
东头中间楼层，阳光充足，楼栋位置视野好,光谷澎湃城奥山府,光谷南,218,15522,3,2,140.45,南,北,简装,高,32,NA,板楼,1,8个月,0,0,0,1,VR看装修,2024-01-31,NA
"中间楼栋,居家舒适,高楼层,视野开阔,看房方便",旭辉千山凌云,关山大道,368,21798,4,2,168.83,东南,,精装,高,56,NA,塔楼,4,7个月,0,0,0,1,VR看装修,2024-01-31,NA
佳兆业悦府次新房，业主诚心 出售中间楼层，看房方便,佳兆业悦府,东西湖其它,82,8533,3,2,96.1,南,,其他,中,21,NA,板楼,6,4个月,1,0,0,1,NA,2024-01-31,NA
精装修可拎包入住，满两年，税费少，诚心卖，看中可谈,保利茉莉公馆,关山大道,160,22654,2,2,70.63,南,,精装,中,34,NA,板塔结合,4,NA,0,0,0,1,VR看装修,2024-01-31,NA
港东名居一期 中层 精装修 拎包入住 两南户型,绿景苑港东名居一期,团结大道,69.9,10622,2,1,65.81,南,,精装,低,34,NA,板楼,6,8个月,0,1,0,1,VR看装修,2024-01-31,NA
此房南北通透 户型好 两房客厅朝南 业主自住装修,新力帝泊湾,盘龙城,77,6882,3,1,111.89,南,北,精装,高,13,NA,板楼,8,NA,0,0,0,1,VR看装修,2024-01-31,NA
业主急售，老证，全南户型，安静，好楼层,顶琇国际城,唐家墩,125,15690,3,1,79.67,南,,精装,高,48,NA,板塔结合,1,4个月,0,0,0,1,VR看装修,2024-01-31,NA
业主诚心出售 东湖城 毛坯三室两卫 中高楼层 视野开阔,东湖城拾景,东湖东亭,192,16683,3,2,115.09,西,,毛坯,高,42,NA,板塔结合,4,4个月,1,0,0,1,VR看装修,2024-01-31,NA
天纵四期精装两房 全南户型 高楼层 业主诚心出售,天纵半岛蓝湾,将军路,85,10272,2,2,82.75,南,,精装,中,33,NA,板楼,0,NA,0,0,0,1,VR看装修,2024-01-31,NA
韵湖春晓，精装大两房，好楼栋位置，一线湖景无遮挡,韵湖春晓,文化大道,74,8360,2,2,88.52,南,,精装,高,24,NA,板楼,11,4个月,1,0,0,1,VR看装修,2024-01-31,NA
精装两房 诚心出售 高楼层采光好 低总价格局好,祥生柏景湾学府,金银湖,55,7360,2,2,74.73,南,北,精装,高,32,NA,板楼,5,NA,0,0,0,1,VR看装修,2024-01-31,NA
单位宿舍楼好楼层房子实用面积大证满五,纸坊大街841号,纸坊,42,6666,2,2,63.01,南,,简装,低,6,NA,板楼,0,3个月,1,0,0,1,VR看装修,2024-01-31,NA
武昌滨江商务区，104平正规三房秩序110万,怡芳苑,杨园,110,10511,3,2,104.66,西南,,毛坯,低,33,NA,塔楼,2,3个月,0,0,0,1,VR看装修,2024-01-31,NA
业主做装修设计，免费出设计方案。负责拆除毛坯,金地自在城K3,团结大道,113,15126,2,1,74.71,西南,,简装,中,34,NA,板塔结合,4,3个月,1,1,0,1,NA,2024-01-31,NA
精装房！楼层采光好！业主诚心出售！,金地北辰阅风华,常青花园,185,14261,3,2,129.73,南,北,简装,低,33,NA,板楼,2,NA,1,0,0,1,VR看装修,2024-01-31,NA
地铁7号线 江南新天地精装三居 可拎包入住,鹏湖湾,文化大道,128,11566,3,2,110.67,南,,精装,低,45,NA,板楼,24,NA,1,0,0,1,VR看装修,2024-01-31,NA
通透户型 采光通风好 改善型三室两厅两卫 双地铁,首地云梦台,塔子湖,239.8,18739,3,2,127.97,南,北,毛坯,高,32,NA,板塔结合,8,3个月,0,1,0,1,NA,2024-01-31,NA
业主置换急售 十六号地铁 中间楼层 十一月满二,海伦小镇,沌口,52,5405,3,2,96.21,东南,北,精装,低,33,NA,板楼,1,4个月,0,1,0,1,VR看装修,2024-01-31,NA
央企现房，中高楼层精装三房，户型方正，南北朝向,中建锦绣双城,蔡甸城区,69.8,6491,3,2,107.54,南,,精装,中,33,NA,板楼,1,11个月,1,0,0,1,VR看装修,2024-01-31,NA
中间楼栋，位置好，采光视野佳，安静舒适，随时签约,旭辉千山凌云,关山大道,363,21693,4,2,167.34,南,北,精装,低,56,NA,塔楼,4,5个月,0,0,0,1,VR看装修,2024-01-31,NA
此房毛坯房，经典户型，南北户型。,美联奥林匹克花园二期,常青花园,175,11957,4,2,146.37,南,,毛坯,中,27,NA,板塔结合,7,8个月,0,0,0,1,VR看装修,2024-01-31,NA
保利城两房 好楼层 拎包入住 证满两年,保利城一期,团结大道,138,15631,2,1,88.29,东南,,精装,高,34,NA,板塔结合,4,3个月,0,1,0,1,VR看装修,2024-01-31,NA
天汇六期 洋房边户 一梯两户 中高楼层 随时看房,天汇龙城龙华苑,盘龙城,126,9423,3,2,133.72,东南,,精装,低,9,NA,暂无数据,0,5个月,0,0,0,1,VR看装修,2024-01-31,NA
店长推荐:盘龙湾地铁口好房户型方正 纯毛坯,恒达·盘龙湾荷苑,盘龙城,63,6696,3,2,94.09,东南,南,毛坯,高,32,NA,塔楼,3,9个月,1,0,0,0,VR看装修,2024-01-31,NA
东湖风景区 南北通透大五房 诚心出售 随时看房,东湖林语,东湖东亭,430,20446,5,2,210.32,南,北,精装,高,6,NA,板楼,16,3个月,1,0,0,1,NA,2024-01-31,NA
天纵城精装三房两卫，双阳台边户 中高楼层,天纵城,盘龙城,102,8493,3,2,120.1,南,北,精装,中,34,NA,板楼,1,5个月,0,0,0,1,VR看装修,2024-01-31,NA
万科嘉园 居家精装 高层边户 采光好 新证 万科物业,万科嘉园,华科大,140,15114,3,2,92.63,西北,,精装,高,34,NA,板楼,5,5个月,0,0,0,1,VR看装修,2024-01-31,NA
店长强力推荐 2.1环精装两房 东边户 满两年 拎包即住,融侨悦府,青山,108,14385,2,1,75.08,东,北,精装,低,51,NA,板楼,4,3个月,0,1,0,1,VR看装修,2024-01-31,NA
4号线地铁口100米，小户型两房，近商圈,玫瑰西苑社区嘉园小区,王家湾,45,6501,2,1,69.23,南,,简装,高,7,NA,塔楼,7,NA,0,0,0,1,VR看装修,2024-01-31,NA
不靠路边 高楼层 房东急卖 多一面积,庭瑞新汉口,金银湖,103,11815,3,2,87.18,南,,毛坯,高,34,NA,板塔结合,2,6个月,0,0,0,1,VR看装修,2024-01-31,NA
花园式新小区 精装3房 领包入住,清能正荣府,武湖,77,7170,3,2,107.4,南,,精装,高,34,NA,板楼,2,4个月,0,0,0,1,VR看装修,2024-01-31,NA
小洋房，边户，双卫，看湿地公园，前后无遮挡，新证,长投绿城兰园,藏龙岛,97,10251,3,2,94.63,南,,精装,高,11,NA,暂无数据,11,9个月,0,0,0,1,VR看装修,2024-01-31,NA
武商众圆，东兴天地d区，2房1厅毛坯，证已办随时看房,东兴天地D区,青山,123,13941,2,1,88.23,南,,毛坯,中,33,NA,板塔结合,2,4个月,1,0,0,1,VR看装修,2024-01-31,NA
新小区精装四房，南北通透，户型方正,盘龙正荣府,盘龙城,96,8419,4,2,114.03,南,北,精装,低,34,NA,板楼,1,3个月,1,0,0,1,VR看装修,2024-01-31,NA
精装修 一线江景 双阳台采光好 楼层高,海伦小镇,沌口,66,5996,3,2,110.08,南,,精装,中,33,NA,板楼,1,10个月,0,0,0,1,VR看装修,2024-01-31,NA
邻轻轨1号线，房型方正，配套完善，邻堤角公园,汉口新城一期,堤角,60,9817,2,1,61.12,南,,精装,高,11,NA,板楼,17,3个月,0,0,0,1,NA,2024-01-31,NA
户型格局好，通透敞亮，采光很好无遮挡,南德长江城,武湖,76,7865,3,2,96.64,南,,精装,低,31,NA,板楼,2,NA,1,0,0,1,VR看装修,2024-01-31,NA
府上皆人物 瞰湖悦人生 品质金悦府 宁静自然,金融街金悦府,文化大道,185,14818,3,2,124.85,东南,,精装,高,34,NA,板楼,0,10个月,1,1,0,1,VR看装修,2024-01-31,NA
天汇龙城六期全新精装修、带地暖、带车位、诚意出售,天汇龙城龙华苑,盘龙城,92,8909,3,2,103.27,南,,精装,低,30,NA,暂无数据,3,NA,0,0,0,1,VR看装修,2024-01-31,NA
【精选好房】解放大道招商三房 总价低 位置好,招商江湾国际,古田,147,13482,3,2,109.04,南,,简装,低,33,NA,板塔结合,8,4个月,1,0,0,1,VR看装修,2024-01-31,NA
街道口马房山检察院后南北通透户型方正楼层好,南湖景苑,街道口,230,18031,3,1,127.56,南,北,精装,中,18,NA,塔楼,11,3个月,0,1,0,1,NA,2024-01-31,NA
恒温恒湿科技住宅，楼层好视野开阔，三房两卫中户,方岛金茂智慧科学城,四新,180,16398,3,1,109.77,南,,精装,低,33,NA,板楼,5,3个月,0,0,0,1,NA,2024-01-31,NA
（店长推荐）二环 经典三房毛坯 楼层好 视野好 采光好,新城丽景B区,钟家村,99,9743,3,2,101.62,南,北,毛坯,高,42,NA,板塔结合,10,4个月,0,0,0,1,VR看装修,2024-01-31,NA
理想城小高层洋房 改善大户型 独门独户,绿地国际理想城二期,光谷南,205,15090,4,2,135.86,南,北,毛坯,高,11,NA,板楼,5,5个月,0,0,0,1,VR看装修,2024-01-31,NA
东湖旁二环边南北通户型方正采光充足配套成熟交通方便,沙湖港湾B区,东湖东亭,162,13164,3,2,123.07,南,北,精装,中,29,NA,板楼,6,5个月,0,0,0,1,VR看装修,2024-01-31,NA
佳兆业滨江壹号，港企开发商，小区环境好，边户精装修,佳兆业滨江壹号,王家湾,110,12579,3,2,87.45,南,北,精装,高,47,NA,板楼,13,7个月,0,0,0,1,VR看装修,2024-01-31,NA
房子真实出售，楼栋位置好，小洋房，东边户不临高架。,融创观澜壹号西区,金银湖,96,9146,3,1,104.97,南,北,精装,低,17,NA,板楼,7,3个月,0,0,0,1,VR看装修,2024-01-31,NA
中间楼栋 西边户日照时间长 采光好 随时可看房,融创观澜壹号西区,金银湖,110,9571,3,2,114.94,南,,精装,中,47,NA,板楼,1,3个月,0,0,0,1,VR看装修,2024-01-31,NA
美联精装三房两卫 十层边户 全新未入住 双阳台,美联奥林匹克花园五期,常青花园,129,11732,3,2,109.96,南,北,精装,低,33,NA,板楼,5,NA,0,0,0,1,VR看装修,2024-01-31,NA
本房交通配套有轻轨1号线，地铁21号线，堤角公园,福星惠誉红桥城,堤角,112,12196,3,2,91.84,西南,,精装,中,42,NA,板楼,7,5个月,1,0,0,1,VR看装修,2024-01-31,NA
武晓+武珞路 朝南两居室 安静 高层 采光视野好,中南汇,中南丁字桥,315,51488,2,2,61.18,南,,精装,中,30,NA,板楼,2,4个月,1,0,0,1,VR看装修,2024-01-31,NA
精装复式 带大露台 单价4300 单价低 中百旁,蓝色星城,横店街,53,2855,4,2,185.68,南,,精装,高,6,NA,板楼,9,NA,1,0,0,1,NA,2024-01-31,NA
复地翠微新城，通透三房，双阳台，采光好,复地翠微新城,钟家村,182,13305,3,1,136.8,东南,,精装,中,11,NA,板楼,2,4个月,1,0,0,1,NA,2024-01-31,NA
一梯两户，南北通风，中间楼层，价格可谈。,天纵云湖湾,黄陂其它,65,5971,3,2,108.87,南,,精装,中,11,NA,板楼,3,6个月,0,0,0,1,VR看装修,2024-01-31,NA
宗关轻轨站一江源，精装修，望江，拎包入住,首创天阅一江源,宗关,259,22207,3,2,116.63,南,,精装,低,39,NA,板楼,4,6个月,1,0,0,1,VR看装修,2024-01-31,NA
王家湾 保利星河九洲 新小区 楼层好 业主急售,保利星河九洲,王家湾,108,11094,3,2,97.35,南,北,精装,中,32,NA,板楼,40,5个月,1,0,0,1,NA,2024-01-31,NA
长江新区起步区 地铁三房 次新小区 随意装修,佰昌公馆B区,堤角,99,11337,3,2,87.33,南,,毛坯,中,32,NA,板楼,1,6个月,1,1,0,1,VR看装修,2024-01-31,NA
主城区地铁口精装好房，不临街好楼层采光好风景好,翰林尚苑,文化大道,152,12210,3,2,124.49,南,北,精装,低,33,NA,板楼,2,4个月,1,0,0,1,VR看装修,2024-01-31,NA
弘鑫花园 房源诚意出售 总价低 老证上韩家墩,弘鑫花园,古田,23,12261,1,0,18.76,北,,其他,低,8,NA,板楼,3,2个月,1,0,1,0,VR看装修,2024-01-31,NA
房子是复式两层带露台的 目前自己住 看房随时都方便,泰合百花公园,沌口,88,8096,3,2,108.7,南,,简装,高,5,NA,板楼,1,2个月,0,0,1,0,VR看装修,2024-01-31,NA
精装修，满五唯一电梯房，采光好，诚心出售,泰合百花公园,沌口,149,11220,3,2,132.8,南,,精装,中,11,NA,板楼,2,2个月,1,0,1,0,NA,2024-01-31,NA
铁建花园 精装两房 朝南 老证 诚心出售,中国铁建国际花园,王家湾,88,9898,2,2,88.91,南,,精装,中,47,NA,塔楼,0,2个月,0,1,0,0,VR看装修,2024-01-31,NA
老证，采光充足，成熟社区配套齐全,常青花园第二社区,常青花园,86,12375,3,1,69.5,东南,,简装,低,6,NA,板楼,0,2个月,0,0,1,1,VR看装修,2024-01-31,NA
业主诚心出售，经典两房，朝南，产证满五，税费低,伟业佳苑,老南湖,188,24350,2,1,77.21,南,,简装,低,18,NA,板楼,1,2个月,1,0,1,1,VR看装修,2024-01-31,NA
此房两证满5唯一，只有契税，大4房装修好,五环社区,虎泉杨家湾,235,17089,4,2,137.52,南,北,其他,中,7,NA,板楼,3,2个月,0,1,0,0,VR看装修,2024-01-31,NA
未来海岸，精装两房，房产证已满五,未来海岸,盘龙城,41,4837,2,2,84.78,南,,精装,高,6,NA,板楼,7,2个月,0,0,1,0,VR看装修,2024-01-31,NA
武昌滨江正地铁口小高层，一步江滩，户型方正两房朝南,安胜花园,杨园,103,13884,2,2,74.19,南,,精装,低,12,NA,板塔结合,4,2个月,1,0,1,0,VR看装修,2024-01-31,NA
恒大高楼层精装方正小两房 采光好 业主诚心出售,恒大御景湾,钟家村,112,13555,2,2,82.63,东南,,精装,高,40,NA,塔楼,12,2个月,1,0,0,1,VR看装修,2024-01-31,NA
花惠社区 此房满两年 户型通透 邻解放公园 诚心出售,花惠社区,黄埔永清,119,21292,2,1,55.89,东南,,简装,高,8,NA,板楼,1,2个月,1,1,0,0,VR看装修,2024-01-31,NA
当代云谷，边户，满二，中高楼层数字好，两梯三户,当代云谷,光谷南,140,11893,3,2,117.72,南,北,毛坯,中,32,NA,板楼,3,2个月,0,1,0,1,VR看装修,2024-01-31,NA
东湖天下 一线湖景无遮挡 精装修,东湖天下,东湖东亭,886,32918,4,2,269.16,南,北,精装,低,20,NA,板楼,16,3个月,1,0,0,0,NA,2024-01-31,NA
正规三房 户型方正 中间楼层 全新精装 诚心出售,广电兰亭荣荟,古田,129,13868,3,2,93.02,南,北,精装,中,47,NA,暂无数据,4,10个月,0,0,0,0,VR看装修,2024-01-31,NA
华科大 蓝光COCO 万科物业 满2年 中间位置,蓝光COCO时代,华科大,132,15459,3,1,85.39,南,,精装,中,30,NA,板楼,1,3个月,0,1,0,1,VR看装修,2024-01-31,NA
房东诚心出售，价格可以谈，毛坯三房，小区环境好,洺悦华府,阳逻,36,3667,3,2,98.19,南,北,毛坯,中,34,NA,板楼,0,9个月,0,0,0,1,VR看装修,2024-01-31,NA
龙湖天街旁 次新小区 双规交通,幸福时代大家,百步亭,150,13627,3,2,110.08,南,北,毛坯,高,29,NA,板楼,11,9个月,1,0,0,1,VR看装修,2024-01-31,NA
新二环边，刚改低价房，户型好，中间楼层,明泽丰华苑,新南湖,118,10787,3,2,109.4,南,北,精装,高,18,NA,塔楼,11,8个月,0,0,0,0,VR看装修,2024-01-31,NA
二七滨江商务区东立国际一期，南北双阳台，总价低,东立国际,二七,185,16432,3,2,112.59,南,,简装,中,19,NA,塔楼,1,3个月,1,0,0,0,NA,2024-01-31,NA
视野好 精装 四房 小区品质 户型 通透,新城璞樾门第,光谷南,241,18539,4,2,130,东南,,精装,高,25,NA,板塔结合,4,10个月,0,0,0,1,VR看装修,2024-01-31,NA
证满2年税少，精装明厨明卫3房诚心出售看房方便,杨春湖畔,青山,129,14550,3,2,88.66,南,,精装,高,34,NA,板楼,1,6个月,0,0,0,0,VR看装修,2024-01-31,NA
3号线地铁口 朝南大两房 无遮挡采光好 居家装修保养好,统建同安家园,后湖,118,12622,2,2,93.49,南,,精装,中,18,NA,塔楼,5,2个月,1,0,0,1,VR看装修,2024-01-31,NA
锦绣汉江四区，边户三房，南北通透，业主自住装修，,锦绣汉江四区,王家湾,102,10834,3,1,94.15,南,北,精装,低,32,NA,板塔结合,4,2个月,0,0,0,0,VR看装修,2024-01-31,NA
华科旁 小高层 一梯两户公摊小 配套成熟 拎包入住,常青藤一期,光谷广场,183,15368,3,2,119.08,南,,精装,中,12,NA,板楼,3,2个月,1,0,1,0,VR看装修,2024-01-31,NA
建设大道解放公园次新两房 让小孩赢在起跑线,御才名仕,育才花桥,235,32617,2,1,72.05,南,,精装,低,34,NA,板塔结合,20,2个月,1,0,1,1,VR看装修,2024-01-31,NA
（店长推荐） 地铁口 精装两房 楼层好 视野好 采光足,合汇景苑,钟家村,88,10235,2,2,85.98,南,,精装,高,11,NA,塔楼,2,2个月,1,0,1,0,VR看装修,2024-01-31,NA
老证精装修 交通便利 近公园 生活配套氛围浓郁,长投海德公园,塔子湖,170,19604,3,2,86.72,东南,,精装,中,33,NA,板塔结合,3,2个月,0,1,0,1,VR看装修,2024-01-31,NA
保利时代天悦 东南向三房 高楼层 视野好 精装修,保利时代南区,民族大道,245,24934,3,2,98.26,南,,精装,高,42,NA,板塔结合,3,2个月,0,1,0,1,VR看装修,2024-01-31,NA
湖景房，小洋房，业主诚心出售。。,王家湾中央生活区,王家湾,132,14524,3,2,90.89,东南,,毛坯,中,17,NA,板楼,3,2个月,1,0,0,1,VR看装修,2024-01-31,NA
大智路房东精装修一居室交通方便房龄新看江朝南带燃气,京汉城市广场,大智路,91,19753,1,1,46.07,东,东南,精装,高,33,NA,暂无数据,4,2个月,1,1,0,1,VR看装修,2024-01-31,NA
急售！武汉天地隔江而立！一环内品质项目！一线江景！,绿地铂瑞公馆,积玉桥,89,14557,1,1,61.14,南,,精装,中,48,NA,板塔结合,7,2个月,0,0,0,0,NA,2024-01-31,NA
小高层 正规两房 老证 后期费用少,城开天兴花园,堤角,58,7369,2,1,78.71,南,,简装,高,11,NA,塔楼,5,2个月,1,0,0,0,VR看装修,2024-01-31,NA
保利清能西海岸，小区中间，居家精装，三房改大两房,保利清能西海岸北区,藏龙岛,90,10038,2,2,89.66,东南,,精装,中,27,NA,板楼,2,3个月,0,0,0,0,VR看装修,2024-01-31,NA
一线看湖/带车位/精装大四房/满五唯一/诚意急售,天祥尚府,三环南,220,17704,4,2,124.27,南,,精装,中,34,NA,板楼,0,2个月,0,0,1,1,VR看装修,2024-01-31,NA
东湖边 单位大院 一梯两户板楼通透两房 近梨园地铁,中科院测地所宿舍,东湖东亭,90,14216,2,1,63.31,南,北,简装,中,6,NA,板楼,1,5个月,1,0,1,0,VR看装修,2024-01-31,NA
业主诚心出售越秀星汇云锦业主精装修拎包入住,越秀星汇云锦,宝丰崇仁,210,21923,2,2,95.79,东南,,精装,低,52,NA,板楼,4,9个月,1,0,1,1,VR看装修,2024-01-31,NA
马池还建小区 居家两房 总价低 非顶楼,马池还建小区,金银湖,46,6607,2,1,69.63,南,,简装,高,6,NA,板楼,5,3个月,0,0,1,1,VR看装修,2024-01-31,NA
满五唯一，光谷好房，采光好，楼层好，装修好,保利拉菲,卓刀泉,124,15918,2,2,77.9,南,,精装,低,30,NA,板楼,9,5个月,0,0,1,0,VR看装修,2024-01-31,NA
楚河汉街 中北领寓 朝东小户型 产证五年,中北领寓,楚河汉街,70,17302,1,1,40.46,南,,其他,中,25,NA,塔楼,1,5个月,1,0,1,1,VR看装修,2024-01-31,NA
汉正街正规大两房，户型方正，看房方便。,滨水香苑,集贤,112,12595,2,1,88.93,东,北,简装,低,18,NA,塔楼,1,6个月,1,0,1,1,NA,2024-01-31,NA
融侨华府，精装小2房，诚心出售，两证满五唯一,融侨华府,积玉桥,129,21670,2,2,59.53,东南,,精装,高,33,NA,塔楼,6,7个月,1,0,1,1,VR看装修,2024-01-31,NA
3号线地铁口70年产权独门独户一室不临街老证,人信汇一期,王家湾,60,12566,1,0,47.75,南,,精装,中,30,NA,板楼,0,2个月,0,0,0,1,NA,2024-01-31,NA
独栋，不临街，全南户型，精装修，产证满两年,葛洲坝国际广场(江汉),CBD西北湖,185,18757,2,2,98.63,南,,精装,高,32,NA,板楼,2,4个月,1,0,1,0,VR看装修,2024-01-31,NA
好房就等有缘人，业主诚心出售！,楚汉新居,中北路,136,18090,2,1,75.18,南,,精装,低,33,NA,塔楼,9,7个月,1,1,0,1,VR看装修,2024-01-31,NA
包增值税 精装自住 户型方正 采光充足 生活便利,名流公馆,钟家村,104,13511,2,2,76.98,南,,精装,中,33,NA,塔楼,0,2个月,0,0,0,0,VR看装修,2024-01-31,NA
此房老证两房业主自住精装修近地铁,新城璟汇,金银湖,133,15412,2,1,86.3,东南,,精装,中,27,NA,板楼,0,6个月,0,1,0,1,VR看装修,2024-01-31,NA
精装三房拎包入 无遮挡采光不受影响 可看湖,龙庭华府,蔡甸城区,59.8,5961,2,2,100.32,南,,精装,中,34,NA,板塔结合,1,5个月,1,1,0,1,VR看装修,2024-01-31,NA
二环内 纽宾凯物业 小区中间高楼层 满五唯一 无尾款,凯旋名邸,武昌火车站,165,17505,2,2,94.26,南,北,精装,高,18,NA,塔楼,11,NA,0,0,1,0,VR看装修,2024-01-31,NA
地铁口，次边户 好楼层 老证 可拎包入住。,万润橄榄城,盘龙城,41,8334,1,1,49.2,南,,简装,高,14,NA,板楼,3,NA,0,1,0,0,VR看装修,2024-01-31,NA
房子就在二环边上，出行方便，总价低，适合刚需客户,汉飞精英青年城,街道口,42,10978,1,0,38.26,南,,简装,低,16,NA,塔楼,7,5个月,0,0,1,0,NA,2024-01-31,NA
看房方便！老证精装修！业主诚心出售,尚都一品,塔子湖,122,13698,2,2,89.07,南,,精装,中,32,NA,板塔结合,4,NA,0,0,1,0,VR看装修,2024-01-31,NA
七星绿色花园，中高楼层2居室，不临街，采光好！,七星绿色花园,沙湖,128,15512,2,2,82.52,南,,简装,高,6,NA,板塔结合,36,NA,1,0,1,0,NA,2024-01-31,NA
好房子 东立一期 高层 朝南 采光好 视野开阔 看房预约,东立国际,二七,72,17258,1,1,41.72,南,,简装,高,19,NA,塔楼,0,NA,1,0,1,0,VR看装修,2024-01-31,NA
营房南村 公摊少 小两房 东方红旁,营房南村,宝丰崇仁,60,10196,2,1,58.85,东,,其他,低,9,NA,塔楼,1,9个月,0,0,1,1,VR看装修,2024-01-31,NA
外滩棕榈泉，标准小两房，居家，陪读,外滩棕榈泉,三阳路,180,27561,2,1,65.31,东南,,简装,低,29,NA,塔楼,0,3个月,1,0,1,0,NA,2024-01-31,NA
高楼层，户型方正，明厨明卫，满五唯一，精装修,复地东湖国际三期,中北路,410,39977,3,2,102.56,东南,,精装,中,55,NA,板楼,6,6个月,1,0,1,0,NA,2024-01-31,NA
满两年 精装一天未住 诚心出售 带储藏间 带大露台,保利才盛景苑,杨园,110,12167,2,2,90.41,东南,西北,精装,低,18,NA,板塔结合,7,NA,0,0,1,0,NA,2024-01-31,NA
此房在地铁口 小两房 公摊小 配套齐 交通方便配套设.,合汇景苑,钟家村,55,8554,2,2,64.3,东南,,其他,中,11,NA,塔楼,22,2个月,0,0,0,1,VR看装修,2024-01-31,NA
南湖南向一居室 满五年且唯一 价格便宜,大华南湖公园世家三期,新南湖,71.5,17300,1,1,41.33,南,,精装,高,25,NA,塔楼,2,9个月,1,0,1,1,VR看装修,2024-01-31,NA
（贝壳优选）标椎一室一厅 价格可谈 房子好出租好,紫润明园北区,长丰常码头,52,8752,1,1,59.42,南,北,其他,中,11,NA,板塔结合,4,6个月,0,1,0,0,VR看装修,2024-01-31,NA
精装修正规一室一厅，朝南可看江，满五年,融侨华府,积玉桥,80,15650,1,1,51.12,南,,精装,高,33,NA,塔楼,5,3个月,1,0,1,0,NA,2024-01-31,NA
地铁口，电梯房，采光好，出行方便，总价低，,将军新村三期,将军路,82,8845,2,2,92.71,南,北,简装,中,11,NA,塔楼,1,4个月,1,1,0,1,VR看装修,2024-01-31,NA
老证 ，装修美丽 诚意出售 朝向好,御才名仕,育才花桥,248,34483,2,1,71.92,东南,,精装,高,34,NA,板塔结合,0,7个月,1,0,1,0,VR看装修,2024-01-31,NA
楼层好 精装修 总价低 直厅南向阳台 拎包入住,锦湖金利花园二期,堤角,89.9,9595,2,1,93.7,南,,精装,低,18,NA,塔楼,7,4个月,1,0,1,0,NA,2024-01-31,NA
地铁口大两房 交通便利 采光好 业主诚心出售,军威苑小区,老南湖,68,8445,2,2,80.53,东南,,简装,高,19,NA,板楼,2,7个月,1,0,1,1,VR看装修,2024-01-31,NA
店长主推，大江天际优质两居室，赵家条地铁口拎包入住,大江天际,育才花桥,205,21410,2,1,95.75,东南,,精装,低,29,NA,板楼,0,4个月,1,0,1,0,NA,2024-01-31,NA
房东诚意出售，低楼层2房，价格好谈.......,台北一路客运宿舍,台北香港路,82,13906,2,1,58.97,南,北,简装,中,6,NA,板楼,3,8个月,1,0,1,0,VR看装修,2024-01-31,NA
俊华雅苑电梯房，老证，高层采光好朝向好,俊华雅苑,三阳路,168,37618,1,0,44.66,西,,简装,中,28,NA,塔楼,7,NA,1,0,1,0,VR看装修,2024-01-31,NA
首义名居 二房朝南 采光好 布局合理,首义名居,首义,129,17532,2,1,73.58,东南,,精装,高,19,NA,板塔结合,4,10个月,1,0,1,1,VR看装修,2024-01-31,NA
