property_title,property_name,property_region,price_ttl,price_sqm,houseinfo,followinfo,near_subway,two_year,taxfree,haskey,vr,create_date
汉口湖畔不临马路，东南朝向，中间楼层,汉口湖畔,盘龙城,65,"7,514元/平",2室2厅 | 86.51平米 | 南 | 毛坯 | 中楼层(共25层) | 板楼,4人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
经典三房，全新未入住，业主诚心出售,恒大龙城,盘龙城,85,"6,672元/平",3室2厅 | 127.4平米 | 南 | 其他 | 低楼层(共12层) | 板楼,5人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
二环边 精装修一天未住 中间好楼层 安静无噪音 随时看,福星城北区,长港路,118,"14,968元/平",2室1厅 | 78.84平米 | 东南 | 其他 | 中楼层(共45层) | 板楼,10人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
二环理公馆旁 春林庭苑 住宅电梯小高层 近地铁 不临街,春林庭苑,街道口,157,"12,667元/平",3室2厅 | 123.95平米 | 东 南 北 | 简装 | 低楼层(共13层) | 板塔结合,2人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
中间楼层，看湖景，精装修，产证满两年。,恒大首府,积玉桥,239,"22,828元/平",3室2厅 | 104.7平米 | 东南 | 精装 | 中楼层(共38层) | 板塔结合,7人关注 / 6个月以前发布,近地铁,房本满两年,NA,NA,VR看装修,2024-01-31
光谷步行街C位 低总价三房 业主急售 看房随时找我,风度柏林,光谷广场,105,"10,995元/平",3室2厅 | 95.5平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,24人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
新华路万达商圈，菱角湖公园，交通方便，生活便捷。,华立新华时代,CBD西北湖,215,"14,738元/平",3室1厅 | 145.89平米 | 南 北 | 简装 | 中楼层(共28层) | 板楼,3人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
次新小区 环境好 近地铁 楼层视野好 无遮挡,时代花园西区,中南丁字桥,185,"21,610元/平",3室1厅 | 85.61平米 | 南 | 简装 | 低楼层(共34层) | 暂无数据,2人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
七号线 中环星干线 清水毛坯 标准大三房 看房方便,中环星干线,常青路,100,"10,759元/平",3室2厅 | 92.95平米 | 东南 | 毛坯 | 高楼层(共18层) | 板楼,48人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
房子是老证税费少 开发商装修 次新小区 业主诚意出售,时代新世界,宗关,335,"21,711元/平",4室1厅 | 154.3平米 | 东南 | 其他 | 低楼层(共46层) | 板楼,0人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
业主自住装修 中间楼层 老证 业主诚心卖,泛海国际居住区樱海园,CBD西北湖,380,"30,847元/平",3室2厅 | 123.19平米 | 东南 | 精装 | 中楼层(共32层) | 塔楼,30人关注 / 10个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
全明通透三房 老证税费低 业主急售,蔡家田B区（阳电里）,唐家墩,79,"9,974元/平",3室1厅 | 79.21平米 | 南 北 | 简装 | 中楼层(共8层) | 板楼,4人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
世茂物业 双地铁 有医院 有公园 随时看房,世茂云锦樱海园,白沙洲,160,"15,548元/平",3室2厅 | 102.91平米 | 南 | 毛坯 | 高楼层(共33层) | 板楼,0人关注 / 7个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
五里墩商圈 通透大三房 老证 诚心出售 配套成熟,花前树下,七里庙,132,"9,725元/平",3室1厅 | 135.74平米 | 南 北 | 简装 | 低楼层(共11层) | 板楼,2人关注 / 11个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
正规大三房户型 门口双地铁 诚心出售 带大露台,城开玉桥新都,积玉桥,275,"19,768元/平",3室2厅 | 139.12平米 | 南 | 精装 | 低楼层(共23层) | 板塔结合,11人关注 / 7个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
创意天地旁 心语一期经典大两房 满五中高楼层 诚售,保利心语一期,珞狮南路,120,"14,143元/平",2室2厅 | 84.85平米 | 东 东南 南 | 简装 | 高楼层(共18层) | 板楼,7人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
现代森林小镇 边户通透两室 一梯两户 自住保养好,现代森林小镇,金融港,189,"22,860元/平",2室1厅 | 82.68平米 | 南 北 | 精装 | 高楼层(共11层) | 板楼,6人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
带车位 凤凰层看江三房两卫 东边户日晒佳 老证,六合新界,三阳路,350,"28,907元/平",3室2厅 | 121.08平米 | 西南 | 其他 | 高楼层(共25层) | 板楼,3人关注 / 4个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
居家精装修大四房，中间楼层，产证满五，拎包入住,半岛花园,珞狮南路,135,"9,574元/平",4室2厅 | 141.02平米 | 南 北 | 精装 | 中楼层(共6层) | 板楼,40人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
二环内宗关站武地万科澄园 精装两室 新小区 空房诚售,武地万科澄园,宗关,130,"15,573元/平",2室1厅 | 83.48平米 | 南 | 精装 | 低楼层(共51层) | 板塔结合,2人关注 / 11个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
太平洋中建御景星城，高楼层，视野采光好诚心出售！,中建御景星城,宗关,168,"18,894元/平",2室2厅 | 88.92平米 | 南 北 | 毛坯 | 高楼层(共33层) | 暂无数据,0人关注 / 7个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
静安上城新装两房中间楼层视野采光无遮挡,静安上城,武昌火车站,145,"16,339元/平",2室2厅 | 88.75平米 | 南 | 精装 | 高楼层(共23层) | 塔楼,16人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
此房产证满二 后期税费少 配套齐全,星悦城华廷,塔子湖,139,"12,042元/平",3室2厅 | 115.43平米 | 南 北 | 其他 | 低楼层(共34层) | 板塔结合,2人关注 / 4个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
满二，生活便利，小洋房采光好，低公摊,青菱城市花园二期,白沙洲,68.5,"7,669元/平",3室1厅 | 89.33平米 | 东南 南 | 简装 | 低楼层(共11层) | 板楼,6人关注 / 2个月以前发布,NA,NA,NA,随时看房,VR看装修,2024-01-31
世茂物业 双地铁 有医院 有公园 随时看房,世茂云锦樱海园,白沙洲,160,"15,548元/平",3室2厅 | 102.91平米 | 南 | 毛坯 | 高楼层(共33层) | 板楼,0人关注 / 7个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
老证 精装 江景 随时看 中间层,世茂锦绣长江二期,钟家村,462,"23,915元/平",4室1厅 | 193.19平米 | 南 北 | 精装 | 中楼层(共54层) | 板楼,11人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
小区中间位置，户型方正无贷款，诚心出售看房方便,巴黎豪庭,华科大,288,"21,668元/平",3室2厅 | 132.92平米 | 南 北 | 简装 | 中楼层(共24层) | 板塔结合,3人关注 / 4个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
正规大三房户型 门口双地铁 诚心出售 带大露台,城开玉桥新都,积玉桥,275,"19,768元/平",3室2厅 | 139.12平米 | 南 | 精装 | 低楼层(共23层) | 板塔结合,11人关注 / 7个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
店长推荐：一梯一户小高层洋房 保利品质物业,保利香颂三期,王家湾,200,"18,562元/平",3室2厅 | 107.75平米 | 南 | 其他 | 高楼层(共18层) | 板楼,1人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
高新二路 光谷满庭春 113平三房两卫 30多万自住精装,光谷满庭春MOMA,光谷东,168,"14,922元/平",3室2厅 | 112.59平米 | 南 北 | 精装 | 低楼层(共34层) | 板楼,30人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
万达天街旁 老证无贷款 采光地段好诚售,三金鑫城国际聚福苑,CBD西北湖,188,"15,841元/平",3室2厅 | 118.68平米 | 南 | 精装 | 低楼层(共31层) | 板塔结合,6人关注 / 6个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
紫菘枫林上城南北通 透外边户两室改三室业主诚心出售,紫菘枫林上城,民族大道,170,"15,175元/平",3室2厅 | 112.03平米 | 南 北 | 简装 | 低楼层(共26层) | 塔楼,1人关注 / 5个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
轻轨旁，96平大两房，中间楼层，单价7千多随时看房,商地小区,吴家山,62,"6,414元/平",2室2厅 | 96.67平米 | 南 | 其他 | 高楼层(共7层) | 塔楼,1人关注 / 4个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
无噪音，看小区园林。无噪音，看小区园林。,泛海国际居住区樱海园,CBD西北湖,360,"29,162元/平",3室2厅 | 123.45平米 | 南 北 | 简装 | 中楼层(共32层) | 塔楼,6人关注 / 5个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
汇悦天地二期 八号线塔子湖地铁口 视野开阔 老证,汇悦天地一二期,塔子湖,140,"16,367元/平",3室1厅 | 85.54平米 | 东南 | 精装 | 高楼层(共34层) | 板楼,6人关注 / 11个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
此房满五，户型方正，自住精装，中楼层，看房方便,滨湖名都城,中南丁字桥,169,"11,923元/平",3室2厅 | 141.75平米 | 东 西 | 简装 | 高楼层(共8层) | 板楼,4人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
产权满五唯，一无抵押，中高层西边户，低公摊，三阳台,绿地国际金融城二期,积玉桥,365,"26,001元/平",3室2厅 | 140.38平米 | 南 北 | 毛坯 | 中楼层(共32层) | 板塔结合,10人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
花北小区 中间楼层，采光好，无遮挡,花北小区,后湖,98,"11,479元/平",3室1厅 | 85.38平米 | 南 北 | 简装 | 低楼层(共7层) | 塔楼,32人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
公馆自住精装小2房，明厨明卫 诚售,保利中央公馆,新南湖,133,"16,613元/平",2室1厅 | 80.06平米 | 南 | 精装 | 中楼层(共33层) | 塔楼,4人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
一梯两户，满二，通透三户型，税低,南湖雅园,珞狮南路,158,"16,922元/平",3室2厅 | 93.37平米 | 南 北 | 其他 | 高楼层(共12层) | 板楼,4人关注 / 7个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
选它，就选它，毛坯房，老证，高楼层，！,枫桦苇岸,沌口,87,"7,572元/平",3室2厅 | 114.9平米 | 南 北 | 毛坯 | 中楼层(共33层) | 板楼,0人关注 / 11个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
新城璟悦城 高楼层 居家装修 采光好,新城璟悦城,四新,135,"14,393元/平",3室2厅 | 93.8平米 | 南 北 | 精装 | 高楼层(共34层) | 板楼,3人关注 / 11个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
万科汉口传奇唐樾精装四房业主诚心出售,万科汉口传奇唐樾,唐家墩,385,"27,069元/平",4室2厅 | 142.23平米 | 南 | 精装 | 低楼层(共47层) | 板楼,1人关注 / 8个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
地铁口，楼层低，总价低，刚需必看。。。,赵家条,后湖,58,"9,649元/平",2室1厅 | 60.11平米 | 南 | 简装 | 中楼层(共6层) | 暂无数据,10人关注 / 9个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
南北通透 3房2厅2卫 近地铁口，老证税费低,沿海丽水佳园,金银湖,91,"7,958元/平",3室2厅 | 114.36平米 | 南 北 | 其他 | 中楼层(共6层) | 板塔结合,5人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
保利茉莉公馆安静楼栋 居家装修 满五年唯一 诚心出售,保利茉莉公馆,关山大道,150,"21,074元/平",2室2厅 | 71.18平米 | 南 | 精装 | 高楼层(共34层) | 板塔结合,4人关注 / 7个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
中间楼层 不临铁路 不临高架 看房方便,保利公园九里,老南湖,138,"15,657元/平",3室2厅 | 88.14平米 | 南 北 | 精装 | 中楼层(共34层) | 板楼,11人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
百瑞景六期 南北通透三居室 东边户满二年,百瑞景中央生活区六期,中南丁字桥,400,"35,206元/平",4室2厅 | 113.62平米 | 南 北 | 简装 | 中楼层(共34层) | 板塔结合,6人关注 / 8个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
正地铁口 中间楼层 小区车位充足 满两年 业主急售,宝安花园,老南湖,245,"23,184元/平",3室2厅 | 105.68平米 | 南 北 | 简装 | 中楼层(共6层) | 板楼,3人关注 / 5个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
房东诚售邮电宿舍高层，采光好洗晒方便总价低,古井路100号,蔡甸城区,26,"2,871元/平",3室2厅 | 90.57平米 | 南 北 | 简装 | 高楼层(共6层) | 暂无数据,6人关注 / 6个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
店长推荐房源不临街地铁口安静舒适,新世纪宝安花园,老南湖,240,"20,414元/平",3室2厅 | 117.57平米 | 南 北 | 简装 | 低楼层(共6层) | 板楼,3人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
二环好房推荐 业主自住装修中楼层 视野无遮挡随时可看,融侨悦府,青山,77,"14,929元/平",1室1厅 | 51.58平米 | 北 | 精装 | 低楼层(共51层) | 塔楼,4人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
中南丁字桥 在建地铁11号线 弘业俊园三居室 中间楼层,弘业俊园,中南丁字桥,128,"9,865元/平",3室2厅 | 129.76平米 | 西南 西 | 简装 | 中楼层(共27层) | 塔楼,11人关注 / 7个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
业主诚心出售 价格低 楼层好 采光好,狮城风华新都,街道口,190,"13,686元/平",3室2厅 | 138.83平米 | 南 | 其他 | 中楼层(共18层) | 板楼,8人关注 / 8个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
小区中间位置，户型方正无贷款，诚心出售看房方便,巴黎豪庭,华科大,288,"21,668元/平",3室2厅 | 132.92平米 | 南 北 | 简装 | 中楼层(共24层) | 板塔结合,3人关注 / 4个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
店长推荐：一梯一户小高层洋房 保利品质物业,保利香颂三期,王家湾,200,"18,562元/平",3室2厅 | 107.75平米 | 南 | 其他 | 高楼层(共18层) | 板楼,1人关注 / 2个月以前发布,近地铁,NA,NA,随时看房,VR看装修,2024-01-31
东亭花园 中间楼层 低总价朝南三房,东亭花园,东湖东亭,118,"12,076元/平",3室1厅 | 97.72平米 | 南 | 简装 | 中楼层(共7层) | 板楼,1人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
中南 小东门菜市场旁 物资公司宿舍,物资公司宿舍,中南丁字桥,69,"13,138元/平",2室1厅 | 52.52平米 | 南 北 | 简装 | 中楼层(共5层) | 板楼,5人关注 / 10个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
地铁口正硚口路交通便利环境好小高层业主诚心出售,东辉花园,宝丰崇仁,220,"16,189元/平",3室2厅 | 135.9平米 | 南 北 | 简装 | 高楼层(共18层) | 板楼,4人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
大空逸优选 顶琇国际城一期 中层简装 东南朝向 老证,顶琇国际城,唐家墩,120,"15,063元/平",2室2厅 | 79.67平米 | 东南 | 其他 | 低楼层(共48层) | 板塔结合,0人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
中间楼层 可看湖 老证 户型通透 无抵押,人信汇四期天誉,王家湾,176,"15,257元/平",3室2厅 | 115.36平米 | 南 北 | 毛坯 | 中楼层(共48层) | 板楼,1人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
汤逊湖畔美院旁，环境优美，满二采光好，诚心出售,保利清能西海岸南区,藏龙岛,99,"9,976元/平",3室2厅 | 99.24平米 | 南 北 | 毛坯 | 高楼层(共27层) | 板楼,1人关注 / 5个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
新城璟悦城 老证 二居室 毛坯,新城璟悦城,四新,90,"11,512元/平",2室2厅 | 78.18平米 | 南 北 | 毛坯 | 低楼层(共34层) | 板楼,8人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
中城国际精装两房 老证视野好南北向高楼层,中城国际,三阳路,193,"24,345元/平",2室2厅 | 79.28平米 | 南 | 精装 | 中楼层(共33层) | 板塔结合,4人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
小区中间位置 老证 朝向南北 户型方正 业主诚心卖,宏宇绿色新都,后湖,132,"10,920元/平",3室2厅 | 120.89平米 | 南 北 | 精装 | 中楼层(共10层) | 板楼,16人关注 / 11个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
徐东内环，中间栋，无遮挡，视野开阔，阳光直射时间长,兴华嘉天下,沙湖,184,"19,030元/平",2室2厅 | 96.69平米 | 东南 | 精装 | 中楼层(共24层) | 板楼,38人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
二七路 黄埔小区 步梯大三房 老证 诚心急售 采光很好,武铁黄埔小区,二七,120,"11,771元/平",3室2厅 | 101.95平米 | 南 | 简装 | 中楼层(共7层) | 塔楼,1人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
近6号线 精装三房 满二 房东诚心卖,恒大嘉园四期,东西湖其它,100,"9,110元/平",3室2厅 | 109.78平米 | 南 | 精装 | 高楼层(共32层) | 塔楼,0人关注 / 7个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
采光好，老证，随时看房，急急急急急。,首地云梦台,塔子湖,265,"18,166元/平",3室2厅 | 145.88平米 | 南 北 | 其他 | 高楼层(共50层) | 板塔结合,1人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
名城8090小3房 户型方正 拎包入住 诚心出售,名城8090,文化大道,80,"8,980元/平",3室2厅 | 89.09平米 | 南 | 精装 | 低楼层(共18层) | 板楼,2人关注 / 8个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
光谷珞雄路地铁口 中医院小区南北通透小三房 好楼层,中医院小区,光谷广场,90,"13,069元/平",3室1厅 | 68.87平米 | 南 北 | 简装 | 低楼层(共6层) | 板楼,12人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
小区里不临街 小洋房 满五年 精装修 高楼层,保利清能西海岸北区,藏龙岛,109,"12,073元/平",3室2厅 | 90.29平米 | 南 北 | 精装 | 高楼层(共11层) | 板楼,4人关注 / 3个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
恒大龙城三期 次新房 经典户型 配套齐全,恒大龙城,盘龙城,88,"7,106元/平",3室2厅 | 123.84平米 | 东南 | 精装 | 中楼层(共14层) | 板楼,3人关注 / 11个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
急急急 高区景观 全南全明户型 老证税少 业主诚售,阳光城十里新城,王家湾,125,"13,894元/平",2室2厅 | 89.97平米 | 南 | 其他 | 高楼层(共32层) | 板塔结合,1人关注 / 一年前发布,NA,NA,房本满五年,随时看房,NA,2024-01-31
临湖花园洋房，低公摊，小区绿化占比40%,未来海岸,盘龙城,59,"4,098元/平",3室2厅 | 144平米 | 东 东南 | 其他 | 中楼层(共4层) | 板楼,0人关注 / 5个月以前发布,NA,NA,房本满五年,随时看房,VR看装修,2024-01-31
汉口二环 精致大两房 价格实惠 南北通透边户 诚心卖！,福星城北区,长港路,101,"11,000元/平",2室1厅 | 91.82平米 | 南 北 | 其他 | 高楼层(共45层) | 板塔结合,5人关注 / 9个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
颐和家园 电梯高层 业主诚心出售,颐和家园,将军路,67,"10,517元/平",2室2厅 | 63.71平米 | 南 | 简装 | 高楼层(共18层) | 板塔结合,24人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
地铁口次新小区，二七滨江旁，园林小区,丹亭懿府,百步亭,142,"14,186元/平",3室2厅 | 100.1平米 | 南 西南 | 毛坯 | 高楼层(共34层) | 板楼,3人关注 / 5个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
双轨道交通 荣东社区通风采光好 双阳台 中间楼层,荣东社区,集贤,135,"12,174元/平",3室1厅 | 110.9平米 | 南 | 简装 | 中楼层(共8层) | 板楼,1人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
一六一医院旁黄埔东宫 精装一居室低总价 内环优质好房,黄埔东宫,黄埔永清,75,"14,852元/平",1室1厅 | 50.5平米 | 东 | 其他 | 中楼层(共31层) | 塔楼,13人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
2号线地铁口四大房 满五唯一 户型方正南北通透 不临街,平安光谷春天,金融港,222,"16,531元/平",4室2厅 | 134.3平米 | 南 北 | 其他 | 高楼层(共33层) | 板楼,1人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
常青花园五小区 老证 南北通透格局 诚意出售,常青花园五小区,常青花园,212,"17,798元/平",3室2厅 | 119.12平米 | 南 北 | 简装 | 高楼层(共11层) | 板楼,3人关注 / 10个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
央企保利，12号线地铁口，精装自住小两房，采光无遮挡,保利城三期,团结大道,135,"17,522元/平",2室2厅 | 77.05平米 | 南 北 | 精装 | 低楼层(共29层) | 板塔结合,10人关注 / 10个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
中北路 花园式小区 带集中供暖 适宜居家 户型方正,统建锦绣江南一期,中北路,263,"20,933元/平",3室2厅 | 125.64平米 | 东南 | 精装 | 低楼层(共18层) | 板塔结合,41人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
11号线/阳光满屋/满二无贷/楼间距80米/,正荣府,四新,149,"13,943元/平",3室2厅 | 106.87平米 | 南 | 精装 | 高楼层(共34层) | 板塔结合,2人关注 / 11个月以前发布,NA,房本满两年,NA,随时看房,NA,2024-01-31
正地铁口 精装修 一室一厅 好房 好出租 业主诚心卖,嘉园大厦,中南丁字桥,75,"13,308元/平",1室1厅 | 56.36平米 | 北 | 精装 | 低楼层(共25层) | 塔楼,6人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
星悦城一期 精装3房 老证无贷 随时看房 对博雅二,星悦城一期,塔子湖,147,"15,421元/平",3室2厅 | 95.33平米 | 南 | 精装 | 低楼层(共34层) | 板塔结合,20人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
印力中心 老证 近地铁，采光好 诚心卖,印力中心,青山,153,"16,946元/平",2室2厅 | 90.29平米 | 南 | 其他 | 高楼层(共37层) | 板塔结合,2人关注 / 8个月以前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
金沙泊岸 8栋 湖景大两房 视野无遮挡,金沙泊岸,沙湖,255,"25,475元/平",2室2厅 | 100.1平米 | 南 | 毛坯 | 高楼层(共53层) | 塔楼,20人关注 / 一年前发布,近地铁,房本满两年,NA,随时看房,VR看装修,2024-01-31
墨水湖边老证南北通透 大三房 有公立幼儿园,卧龙墨水湖边,四新,153,"12,776元/平",3室2厅 | 119.76平米 | 南 北 | 毛坯 | 低楼层(共45层) | 板塔结合,52人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
老证 满五唯一 自住装修 诚意出售,长江委协昌里小区,育才花桥,126,"13,423元/平",3室1厅 | 93.87平米 | 西南 | 精装 | 低楼层(共20层) | 塔楼,6人关注 / 8个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
小东门7号地铁口独立门户复式楼带小花园院子诚心出售,二药厂宿舍,中南丁字桥,47,"13,691元/平",2室1厅 | 34.33平米 | 东北 | 简装 | 低楼层(共1层) | 暂无数据,20人关注 / 6个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
阅璟台精装小三居 中间楼层房本满二 无贷款 湖景好房,新城阅璟台,白沙洲,104,"10,240元/平",3室2厅 | 101.57平米 | 南 北 | 精装 | 中楼层(共55层) | 板楼,9人关注 / 2个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
次新小区未入住 带车位 业主诚心出售 价格可谈,金地天悦二期,关西长职,192,"19,193元/平",3室2厅 | 100.04平米 | 南 | 精装 | 中楼层(共26层) | 板塔结合,11人关注 / 10个月以前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
华锦框架结构大三房 明厨明卫 中间楼层 带暖气 无个税,华锦花园二期,南湖沃尔玛,272,"21,391元/平",3室2厅 | 127.16平米 | 南 北 | 精装 | 中楼层(共7层) | 板塔结合,0人关注 / 3个月以前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
中间楼层，明厨明卫，近商圈，出行方便,玫瑰苑G区,王家湾,90,"8,314元/平",3室2厅 | 108.26平米 | 南 北 | 其他 | 中楼层(共7层) | 板楼,0人关注 / 11个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
王家湾生活区 精装良房 户型方正 老证,王家湾中央生活区,王家湾,128,"15,760元/平",2室2厅 | 81.22平米 | 南 | 精装 | 中楼层(共31层) | 板楼,9人关注 / 7个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
精装全新未入住 高层采光好 即买即住,华鼎尚都国际,宗关,156,"13,798元/平",3室2厅 | 113.06平米 | 东南 | 精装 | 中楼层(共32层) | 板楼,3人关注 / 7个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
老证精装修两梯四户全明户型带阳台,三阳金城,三阳路,245,"26,513元/平",2室2厅 | 92.41平米 | 东南 | 精装 | 低楼层(共32层) | 板塔结合,1人关注 / 7个月以前发布,近地铁,房本满两年,NA,随时看房,NA,2024-01-31
水仙里 老证 两室一厅 中间楼层 随时看房,水仙里社区,王家湾,53,"7,290元/平",2室1厅 | 72.71平米 | 南 | 简装 | 中楼层(共7层) | 板楼,1人关注 / 11个月以前发布,近地铁,NA,房本满五年,随时看房,VR看装修,2024-01-31
华中金融城沿线 沙湖公园旁 诚心出售,新安金沙豪庭,沙湖,175,"16,868元/平",3室2厅 | 103.75平米 | 南 | 精装 | 低楼层(共24层) | 塔楼,8人关注 / 一年前发布,近地铁,NA,房本满五年,随时看房,NA,2024-01-31
中民幸福里正规两房精装修视野开阔通风采光好出行方便,中民·幸福里,古田,86,"11,363元/平",2室2厅 | 75.69平米 | 南 | 精装 | 高楼层(共27层) | 板楼,2人关注 / 一年前发布,NA,房本满两年,NA,随时看房,VR看装修,2024-01-31
